,Gender,Age,Region,Diagnosis,2019,2020,2021,2022
709,Men,20-24 years,Region Nordjylland,Diseases of the eye,0.0,0.0,3.0,4.0
710,Men,20-24 years,Region Nordjylland,"Diseases of ear, nose and throat",15.0,11.0,18.0,13.0
711,Men,20-24 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",23.0,7.0,13.0,11.0
712,Men,20-24 years,Region Nordjylland,Mental disorders,138.0,147.0,145.0,157.0
713,Men,20-24 years,Region Nordjylland,Diseases of mamma,0.0,0.0,0.0,0.0
714,Men,20-24 years,Region Nordjylland,Sterilization,0.0,0.0,0.0,0.0
715,Men,20-24 years,Region Nordjylland,Concussion,8.0,8.0,8.0,8.0
716,Men,20-24 years,Region Nordjylland,Poisonings,21.0,22.0,17.0,15.0
717,Men,20-24 years,Region Nordjylland,Live-born children,0.0,0.0,0.0,0.0
718,Men,20-24 years,Region Nordjylland,Other diseases,92.0,98.0,130.0,97.0
719,Men,25-29 years,Region Hovedstaden,"Diagnosis, total",2535.0,2579.0,2498.0,2455.0
720,Men,25-29 years,Region Hovedstaden,Infectious diseases,88.0,83.0,126.0,87.0
721,Men,25-29 years,Region Hovedstaden,Diseases of lung,125.0,85.0,91.0,104.0
722,Men,25-29 years,Region Hovedstaden,Diseases of the nervous system,92.0,115.0,118.0,130.0
723,Men,25-29 years,Region Hovedstaden,Diseases of the heart and great vessels,60.0,53.0,67.0,32.0
724,Men,25-29 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",19.0,17.0,14.0,14.0
725,Men,25-29 years,Region Hovedstaden,Varicose veins in leg,0.0,0.0,0.0,0.0
726,Men,25-29 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,25.0,25.0,24.0,20.0
727,Men,25-29 years,Region Hovedstaden,Diseases of the stomach and intestines,410.0,414.0,360.0,357.0
728,Men,25-29 years,Region Hovedstaden,Diseases of the urinary tract,69.0,66.0,74.0,72.0
729,Men,25-29 years,Region Hovedstaden,Diseases of the musculoskeletal system,198.0,164.0,176.0,192.0
730,Men,25-29 years,Region Hovedstaden,Diseases of female genital organs,0.0,0.0,0.0,0.0
731,Men,25-29 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
732,Men,25-29 years,Region Hovedstaden,Diseases of the skin and venereal diseases,111.0,119.0,84.0,94.0
733,Men,25-29 years,Region Hovedstaden,Diseases of the eye,9.0,6.0,10.0,7.0
734,Men,25-29 years,Region Hovedstaden,"Diseases of ear, nose and throat",49.0,50.0,49.0,60.0
735,Men,25-29 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",55.0,63.0,49.0,37.0
736,Men,25-29 years,Region Hovedstaden,Mental disorders,791.0,828.0,786.0,785.0
737,Men,25-29 years,Region Hovedstaden,Diseases of mamma,0.0,0.0,0.0,0.0
738,Men,25-29 years,Region Hovedstaden,Sterilization,0.0,0.0,0.0,0.0
739,Men,25-29 years,Region Hovedstaden,Concussion,6.0,7.0,7.0,0.0
740,Men,25-29 years,Region Hovedstaden,Poisonings,39.0,44.0,46.0,46.0
741,Men,25-29 years,Region Hovedstaden,Live-born children,0.0,0.0,0.0,0.0
742,Men,25-29 years,Region Hovedstaden,Other diseases,389.0,440.0,417.0,417.0
743,Men,25-29 years,Region Sjælland,"Diagnosis, total",993.0,1034.0,1072.0,1053.0
744,Men,25-29 years,Region Sjælland,Infectious diseases,35.0,31.0,41.0,26.0
745,Men,25-29 years,Region Sjælland,Diseases of lung,57.0,37.0,37.0,54.0
746,Men,25-29 years,Region Sjælland,Diseases of the nervous system,38.0,44.0,36.0,36.0
747,Men,25-29 years,Region Sjælland,Diseases of the heart and great vessels,26.0,17.0,25.0,16.0
748,Men,25-29 years,Region Sjælland,"Diseases of arteries, veins, lymph",7.0,4.0,5.0,3.0
749,Men,25-29 years,Region Sjælland,Varicose veins in leg,0.0,0.0,0.0,0.0
750,Men,25-29 years,Region Sjælland,Diseases of blood and lymphatic tissue,8.0,7.0,7.0,9.0
751,Men,25-29 years,Region Sjælland,Diseases of the stomach and intestines,161.0,197.0,184.0,180.0
752,Men,25-29 years,Region Sjælland,Diseases of the urinary tract,30.0,33.0,38.0,32.0
753,Men,25-29 years,Region Sjælland,Diseases of the musculoskeletal system,81.0,84.0,71.0,70.0
754,Men,25-29 years,Region Sjælland,Diseases of female genital organs,0.0,0.0,0.0,0.0
755,Men,25-29 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
756,Men,25-29 years,Region Sjælland,Diseases of the skin and venereal diseases,42.0,53.0,42.0,49.0
757,Men,25-29 years,Region Sjælland,Diseases of the eye,6.0,4.0,5.0,5.0
758,Men,25-29 years,Region Sjælland,"Diseases of ear, nose and throat",7.0,8.0,7.0,18.0
759,Men,25-29 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",31.0,20.0,17.0,11.0
760,Men,25-29 years,Region Sjælland,Mental disorders,262.0,298.0,362.0,339.0
761,Men,25-29 years,Region Sjælland,Diseases of mamma,0.0,0.0,0.0,0.0
762,Men,25-29 years,Region Sjælland,Sterilization,0.0,0.0,0.0,0.0
763,Men,25-29 years,Region Sjælland,Concussion,3.3333333333333335,3.0,3.0,4.0
764,Men,25-29 years,Region Sjælland,Poisonings,26.0,19.0,24.0,30.0
765,Men,25-29 years,Region Sjælland,Live-born children,0.0,0.0,0.0,0.0
766,Men,25-29 years,Region Sjælland,Other diseases,174.0,175.0,171.0,174.0
767,Men,25-29 years,Region Syddanmark,"Diagnosis, total",1303.0,1244.0,1370.0,1309.0
768,Men,25-29 years,Region Syddanmark,Infectious diseases,30.0,31.0,42.0,42.0
769,Men,25-29 years,Region Syddanmark,Diseases of lung,41.0,55.0,44.0,37.0
770,Men,25-29 years,Region Syddanmark,Diseases of the nervous system,47.0,35.0,43.0,51.0
771,Men,25-29 years,Region Syddanmark,Diseases of the heart and great vessels,17.0,15.0,28.0,19.0
772,Men,25-29 years,Region Syddanmark,"Diseases of arteries, veins, lymph",3.5,4.0,3.5,3.0
773,Men,25-29 years,Region Syddanmark,Varicose veins in leg,0.0,0.0,0.0,0.0
774,Men,25-29 years,Region Syddanmark,Diseases of blood and lymphatic tissue,8.0,5.0,11.0,9.0
775,Men,25-29 years,Region Syddanmark,Diseases of the stomach and intestines,193.0,163.0,196.0,186.0
776,Men,25-29 years,Region Syddanmark,Diseases of the urinary tract,35.0,43.0,39.0,45.0
777,Men,25-29 years,Region Syddanmark,Diseases of the musculoskeletal system,103.0,122.0,112.0,127.0
778,Men,25-29 years,Region Syddanmark,Diseases of female genital organs,0.0,0.0,0.0,0.0
779,Men,25-29 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
780,Men,25-29 years,Region Syddanmark,Diseases of the skin and venereal diseases,43.0,35.0,31.0,33.0
781,Men,25-29 years,Region Syddanmark,Diseases of the eye,2.0,0.0,4.0,2.0
782,Men,25-29 years,Region Syddanmark,"Diseases of ear, nose and throat",27.0,22.0,30.0,28.0
783,Men,25-29 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",34.0,35.0,30.0,40.0
784,Men,25-29 years,Region Syddanmark,Mental disorders,483.0,465.0,492.0,448.0
785,Men,25-29 years,Region Syddanmark,Diseases of mamma,0.0,0.0,0.0,0.0
786,Men,25-29 years,Region Syddanmark,Sterilization,0.0,0.0,0.0,0.0
787,Men,25-29 years,Region Syddanmark,Concussion,8.0,7.0,7.5,7.5
788,Men,25-29 years,Region Syddanmark,Poisonings,18.0,24.0,20.0,26.0
789,Men,25-29 years,Region Syddanmark,Live-born children,0.0,0.0,0.0,0.0
790,Men,25-29 years,Region Syddanmark,Other diseases,212.0,183.0,246.0,211.0
791,Men,25-29 years,Region Midtjylland,"Diagnosis, total",1518.0,1381.0,1356.0,1314.0
792,Men,25-29 years,Region Midtjylland,Infectious diseases,51.0,32.0,51.0,44.0
793,Men,25-29 years,Region Midtjylland,Diseases of lung,67.0,40.0,45.0,31.0
794,Men,25-29 years,Region Midtjylland,Diseases of the nervous system,64.0,54.0,64.0,56.0
795,Men,25-29 years,Region Midtjylland,Diseases of the heart and great vessels,30.0,30.0,28.0,26.0
796,Men,25-29 years,Region Midtjylland,"Diseases of arteries, veins, lymph",4.0,4.0,4.0,4.0
797,Men,25-29 years,Region Midtjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
798,Men,25-29 years,Region Midtjylland,Diseases of blood and lymphatic tissue,10.0,10.0,4.0,3.0
799,Men,25-29 years,Region Midtjylland,Diseases of the stomach and intestines,256.0,248.0,197.0,223.0
800,Men,25-29 years,Region Midtjylland,Diseases of the urinary tract,38.0,48.0,31.0,46.0
801,Men,25-29 years,Region Midtjylland,Diseases of the musculoskeletal system,172.0,127.0,117.0,125.0
802,Men,25-29 years,Region Midtjylland,Diseases of female genital organs,0.0,0.0,0.0,0.0
803,Men,25-29 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
804,Men,25-29 years,Region Midtjylland,Diseases of the skin and venereal diseases,41.0,33.0,38.0,33.0
805,Men,25-29 years,Region Midtjylland,Diseases of the eye,4.0,4.0,4.0,4.0
806,Men,25-29 years,Region Midtjylland,"Diseases of ear, nose and throat",38.0,26.0,25.0,27.0
807,Men,25-29 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",33.0,29.0,41.0,30.0
808,Men,25-29 years,Region Midtjylland,Mental disorders,495.0,466.0,451.0,452.0
809,Men,25-29 years,Region Midtjylland,Diseases of mamma,0.0,0.0,0.0,0.0
810,Men,25-29 years,Region Midtjylland,Sterilization,0.0,0.0,0.0,0.0
811,Men,25-29 years,Region Midtjylland,Concussion,6.0,6.0,5.0,7.0
812,Men,25-29 years,Region Midtjylland,Poisonings,24.0,31.0,38.0,20.0
813,Men,25-29 years,Region Midtjylland,Live-born children,0.0,0.0,0.0,0.0
814,Men,25-29 years,Region Midtjylland,Other diseases,188.0,198.0,216.0,183.0
815,Men,25-29 years,Region Nordjylland,"Diagnosis, total",639.0,728.0,741.0,720.0
816,Men,25-29 years,Region Nordjylland,Infectious diseases,16.0,31.0,28.0,27.0
817,Men,25-29 years,Region Nordjylland,Diseases of lung,12.0,27.0,17.0,22.0
818,Men,25-29 years,Region Nordjylland,Diseases of the nervous system,39.0,23.0,30.0,27.0
819,Men,25-29 years,Region Nordjylland,Diseases of the heart and great vessels,14.0,12.0,20.0,10.0
820,Men,25-29 years,Region Nordjylland,"Diseases of arteries, veins, lymph",4.0,0.0,4.0,2.6666666666666665
821,Men,25-29 years,Region Nordjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
822,Men,25-29 years,Region Nordjylland,Diseases of blood and lymphatic tissue,4.0,4.0,4.0,4.0
823,Men,25-29 years,Region Nordjylland,Diseases of the stomach and intestines,113.0,129.0,119.0,129.0
824,Men,25-29 years,Region Nordjylland,Diseases of the urinary tract,10.0,16.0,16.0,22.0
825,Men,25-29 years,Region Nordjylland,Diseases of the musculoskeletal system,50.0,52.0,76.0,50.0
826,Men,25-29 years,Region Nordjylland,Diseases of female genital organs,0.0,0.0,0.0,0.0
827,Men,25-29 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
828,Men,25-29 years,Region Nordjylland,Diseases of the skin and venereal diseases,20.0,22.0,36.0,18.0
829,Men,25-29 years,Region Nordjylland,Diseases of the eye,3.0,3.0,3.0,3.0
830,Men,25-29 years,Region Nordjylland,"Diseases of ear, nose and throat",16.0,8.0,18.0,15.0
831,Men,25-29 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",30.0,44.0,34.0,23.0
832,Men,25-29 years,Region Nordjylland,Mental disorders,188.0,229.0,200.0,206.0
833,Men,25-29 years,Region Nordjylland,Diseases of mamma,0.0,0.0,0.0,0.0
834,Men,25-29 years,Region Nordjylland,Sterilization,0.0,0.0,0.0,0.0
835,Men,25-29 years,Region Nordjylland,Concussion,3.0,3.0,3.0,3.0
836,Men,25-29 years,Region Nordjylland,Poisonings,12.0,20.0,23.0,25.0
837,Men,25-29 years,Region Nordjylland,Live-born children,0.0,0.0,0.0,0.0
838,Men,25-29 years,Region Nordjylland,Other diseases,106.0,108.0,113.0,138.0
839,Men,30-34 years,Region Hovedstaden,"Diagnosis, total",2410.0,2584.0,2727.0,2503.0
840,Men,30-34 years,Region Hovedstaden,Infectious diseases,85.0,98.0,157.0,92.0
841,Men,30-34 years,Region Hovedstaden,Diseases of lung,123.0,93.0,86.0,89.0
842,Men,30-34 years,Region Hovedstaden,Diseases of the nervous system,123.0,143.0,116.0,128.0
843,Men,30-34 years,Region Hovedstaden,Diseases of the heart and great vessels,76.0,61.0,53.0,66.0
844,Men,30-34 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",8.0,14.0,12.0,20.0
845,Men,30-34 years,Region Hovedstaden,Varicose veins in leg,0.0,0.0,0.0,0.0
846,Men,30-34 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,24.0,21.0,13.0,9.0
847,Men,30-34 years,Region Hovedstaden,Diseases of the stomach and intestines,417.0,422.0,449.0,387.0
848,Men,30-34 years,Region Hovedstaden,Diseases of the urinary tract,58.0,92.0,86.0,56.0
849,Men,30-34 years,Region Hovedstaden,Diseases of the musculoskeletal system,175.0,161.0,173.0,178.0
850,Men,30-34 years,Region Hovedstaden,Diseases of female genital organs,0.0,0.0,0.0,0.0
851,Men,30-34 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
852,Men,30-34 years,Region Hovedstaden,Diseases of the skin and venereal diseases,84.0,93.0,106.0,94.0
853,Men,30-34 years,Region Hovedstaden,Diseases of the eye,8.0,6.0,7.0,8.0
854,Men,30-34 years,Region Hovedstaden,"Diseases of ear, nose and throat",47.0,46.0,33.0,54.0
855,Men,30-34 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",37.0,40.0,43.0,33.0
856,Men,30-34 years,Region Hovedstaden,Mental disorders,705.0,838.0,940.0,860.0
857,Men,30-34 years,Region Hovedstaden,Diseases of mamma,0.0,0.0,0.0,0.0
858,Men,30-34 years,Region Hovedstaden,Sterilization,0.0,0.0,0.0,0.0
859,Men,30-34 years,Region Hovedstaden,Concussion,8.0,8.0,8.0,8.0
860,Men,30-34 years,Region Hovedstaden,Poisonings,35.0,37.0,37.0,36.0
861,Men,30-34 years,Region Hovedstaden,Live-born children,0.0,0.0,0.0,0.0
862,Men,30-34 years,Region Hovedstaden,Other diseases,397.0,411.0,414.0,384.0
863,Men,30-34 years,Region Sjælland,"Diagnosis, total",1015.0,1077.0,1207.0,1164.0
864,Men,30-34 years,Region Sjælland,Infectious diseases,35.0,30.0,46.0,53.0
865,Men,30-34 years,Region Sjælland,Diseases of lung,40.0,41.0,42.0,36.0
866,Men,30-34 years,Region Sjælland,Diseases of the nervous system,51.0,43.0,48.0,56.0
867,Men,30-34 years,Region Sjælland,Diseases of the heart and great vessels,34.0,25.0,39.0,27.0
868,Men,30-34 years,Region Sjælland,"Diseases of arteries, veins, lymph",4.0,3.0,5.0,5.0
869,Men,30-34 years,Region Sjælland,Varicose veins in leg,0.0,0.0,0.0,0.0
870,Men,30-34 years,Region Sjælland,Diseases of blood and lymphatic tissue,14.0,8.0,4.0,8.0
871,Men,30-34 years,Region Sjælland,Diseases of the stomach and intestines,171.0,202.0,221.0,214.0
872,Men,30-34 years,Region Sjælland,Diseases of the urinary tract,48.0,51.0,53.0,35.0
873,Men,30-34 years,Region Sjælland,Diseases of the musculoskeletal system,81.0,98.0,80.0,90.0
874,Men,30-34 years,Region Sjælland,Diseases of female genital organs,0.0,0.0,0.0,0.0
875,Men,30-34 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
876,Men,30-34 years,Region Sjælland,Diseases of the skin and venereal diseases,35.0,33.0,24.0,41.0
877,Men,30-34 years,Region Sjælland,Diseases of the eye,7.0,6.5,6.0,6.5
878,Men,30-34 years,Region Sjælland,"Diseases of ear, nose and throat",13.0,6.0,14.0,17.0
879,Men,30-34 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",16.0,23.0,23.0,22.0
880,Men,30-34 years,Region Sjælland,Mental disorders,274.0,314.0,366.0,360.0
881,Men,30-34 years,Region Sjælland,Diseases of mamma,0.0,0.0,0.0,0.0
882,Men,30-34 years,Region Sjælland,Sterilization,0.0,0.0,0.0,0.0
883,Men,30-34 years,Region Sjælland,Concussion,4.0,3.0,4.0,3.6666666666666665
884,Men,30-34 years,Region Sjælland,Poisonings,18.0,16.0,28.0,12.0
885,Men,30-34 years,Region Sjælland,Live-born children,0.0,0.0,0.0,0.0
886,Men,30-34 years,Region Sjælland,Other diseases,170.0,180.0,204.0,186.0
887,Men,30-34 years,Region Syddanmark,"Diagnosis, total",1285.0,1345.0,1405.0,1482.0
888,Men,30-34 years,Region Syddanmark,Infectious diseases,23.0,28.0,59.0,33.0
889,Men,30-34 years,Region Syddanmark,Diseases of lung,44.0,41.0,43.0,46.0
890,Men,30-34 years,Region Syddanmark,Diseases of the nervous system,32.0,39.0,40.0,67.0
891,Men,30-34 years,Region Syddanmark,Diseases of the heart and great vessels,29.0,37.0,30.0,36.0
892,Men,30-34 years,Region Syddanmark,"Diseases of arteries, veins, lymph",3.0,3.0,3.3333333333333335,4.0
893,Men,30-34 years,Region Syddanmark,Varicose veins in leg,0.0,0.0,0.0,0.0
894,Men,30-34 years,Region Syddanmark,Diseases of blood and lymphatic tissue,6.333333333333333,5.0,6.0,8.0
895,Men,30-34 years,Region Syddanmark,Diseases of the stomach and intestines,174.0,199.0,222.0,240.0
896,Men,30-34 years,Region Syddanmark,Diseases of the urinary tract,43.0,45.0,63.0,64.0
897,Men,30-34 years,Region Syddanmark,Diseases of the musculoskeletal system,115.0,107.0,116.0,145.0
898,Men,30-34 years,Region Syddanmark,Diseases of female genital organs,0.0,0.0,0.0,0.0
899,Men,30-34 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
900,Men,30-34 years,Region Syddanmark,Diseases of the skin and venereal diseases,36.0,32.0,23.0,29.0
901,Men,30-34 years,Region Syddanmark,Diseases of the eye,3.0,4.0,3.3333333333333335,3.0
902,Men,30-34 years,Region Syddanmark,"Diseases of ear, nose and throat",18.0,24.0,15.0,27.0
903,Men,30-34 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",31.0,39.0,36.0,26.0
904,Men,30-34 years,Region Syddanmark,Mental disorders,515.0,527.0,534.0,513.0
905,Men,30-34 years,Region Syddanmark,Diseases of mamma,0.0,0.0,0.0,0.0
906,Men,30-34 years,Region Syddanmark,Sterilization,0.0,0.0,0.0,0.0
907,Men,30-34 years,Region Syddanmark,Concussion,4.5,4.5,5.0,4.0
908,Men,30-34 years,Region Syddanmark,Poisonings,23.0,22.0,24.0,28.0
909,Men,30-34 years,Region Syddanmark,Live-born children,0.0,0.0,0.0,0.0
910,Men,30-34 years,Region Syddanmark,Other diseases,193.0,191.0,185.0,209.0
911,Men,30-34 years,Region Midtjylland,"Diagnosis, total",1359.0,1489.0,1672.0,1648.0
912,Men,30-34 years,Region Midtjylland,Infectious diseases,49.0,48.0,78.0,77.0
913,Men,30-34 years,Region Midtjylland,Diseases of lung,58.0,47.0,61.0,62.0
914,Men,30-34 years,Region Midtjylland,Diseases of the nervous system,59.0,53.0,59.0,65.0
915,Men,30-34 years,Region Midtjylland,Diseases of the heart and great vessels,44.0,41.0,34.0,49.0
916,Men,30-34 years,Region Midtjylland,"Diseases of arteries, veins, lymph",0.0,3.0,3.0,3.0
917,Men,30-34 years,Region Midtjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
918,Men,30-34 years,Region Midtjylland,Diseases of blood and lymphatic tissue,7.0,9.333333333333334,9.0,12.0
919,Men,30-34 years,Region Midtjylland,Diseases of the stomach and intestines,186.0,223.0,270.0,263.0
920,Men,30-34 years,Region Midtjylland,Diseases of the urinary tract,46.0,59.0,75.0,44.0
921,Men,30-34 years,Region Midtjylland,Diseases of the musculoskeletal system,158.0,126.0,119.0,141.0
922,Men,30-34 years,Region Midtjylland,Diseases of female genital organs,0.0,0.0,0.0,0.0
923,Men,30-34 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
924,Men,30-34 years,Region Midtjylland,Diseases of the skin and venereal diseases,41.0,36.0,35.0,29.0
925,Men,30-34 years,Region Midtjylland,Diseases of the eye,3.0,3.5,3.5,4.0
926,Men,30-34 years,Region Midtjylland,"Diseases of ear, nose and throat",36.0,17.0,16.0,43.0
927,Men,30-34 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",23.0,33.0,38.0,36.0
928,Men,30-34 years,Region Midtjylland,Mental disorders,459.0,564.0,629.0,609.0
929,Men,30-34 years,Region Midtjylland,Diseases of mamma,0.0,0.0,0.0,0.0
930,Men,30-34 years,Region Midtjylland,Sterilization,0.0,0.0,0.0,0.0
931,Men,30-34 years,Region Midtjylland,Concussion,6.0,3.0,3.0,6.0
932,Men,30-34 years,Region Midtjylland,Poisonings,18.0,26.0,29.0,21.0
933,Men,30-34 years,Region Midtjylland,Live-born children,0.0,0.0,0.0,0.0
934,Men,30-34 years,Region Midtjylland,Other diseases,166.0,207.0,212.0,184.0
935,Men,30-34 years,Region Nordjylland,"Diagnosis, total",568.0,708.0,736.0,846.0
936,Men,30-34 years,Region Nordjylland,Infectious diseases,19.0,18.0,20.0,40.0
937,Men,30-34 years,Region Nordjylland,Diseases of lung,14.0,18.0,21.0,31.0
938,Men,30-34 years,Region Nordjylland,Diseases of the nervous system,17.0,33.0,39.0,48.0
939,Men,30-34 years,Region Nordjylland,Diseases of the heart and great vessels,15.0,10.0,24.0,18.0
940,Men,30-34 years,Region Nordjylland,"Diseases of arteries, veins, lymph",3.0,3.0,3.0,3.0
941,Men,30-34 years,Region Nordjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
942,Men,30-34 years,Region Nordjylland,Diseases of blood and lymphatic tissue,3.0,4.0,9.0,8.0
943,Men,30-34 years,Region Nordjylland,Diseases of the stomach and intestines,93.0,143.0,141.0,139.0
944,Men,30-34 years,Region Nordjylland,Diseases of the urinary tract,23.0,17.0,18.0,25.0
945,Men,30-34 years,Region Nordjylland,Diseases of the musculoskeletal system,44.0,59.0,71.0,61.0
946,Men,30-34 years,Region Nordjylland,Diseases of female genital organs,0.0,0.0,0.0,0.0
947,Men,30-34 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
948,Men,30-34 years,Region Nordjylland,Diseases of the skin and venereal diseases,19.0,27.0,17.0,22.0
949,Men,30-34 years,Region Nordjylland,Diseases of the eye,2.6666666666666665,3.0,5.0,0.0
950,Men,30-34 years,Region Nordjylland,"Diseases of ear, nose and throat",11.0,13.0,7.0,22.0
951,Men,30-34 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",18.0,23.0,23.0,16.0
952,Men,30-34 years,Region Nordjylland,Mental disorders,159.0,188.0,198.0,248.0
953,Men,30-34 years,Region Nordjylland,Diseases of mamma,0.0,0.0,0.0,0.0
954,Men,30-34 years,Region Nordjylland,Sterilization,0.0,0.0,0.0,0.0
955,Men,30-34 years,Region Nordjylland,Concussion,4.0,4.0,4.0,4.0
956,Men,30-34 years,Region Nordjylland,Poisonings,14.0,10.0,14.0,20.0
957,Men,30-34 years,Region Nordjylland,Live-born children,0.0,0.0,0.0,0.0
958,Men,30-34 years,Region Nordjylland,Other diseases,112.0,139.0,127.0,144.0
959,Men,35-39 years,Region Hovedstaden,"Diagnosis, total",2367.0,2329.0,2312.0,2279.0
960,Men,35-39 years,Region Hovedstaden,Infectious diseases,97.0,104.0,115.0,96.0
961,Men,35-39 years,Region Hovedstaden,Diseases of lung,140.0,83.0,77.0,92.0
962,Men,35-39 years,Region Hovedstaden,Diseases of the nervous system,134.0,130.0,104.0,102.0
963,Men,35-39 years,Region Hovedstaden,Diseases of the heart and great vessels,74.0,88.0,80.0,82.0
964,Men,35-39 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",8.0,15.0,18.0,14.0
965,Men,35-39 years,Region Hovedstaden,Varicose veins in leg,0.0,0.0,0.0,0.0
966,Men,35-39 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,17.0,12.0,21.0,17.0
967,Men,35-39 years,Region Hovedstaden,Diseases of the stomach and intestines,389.0,412.0,422.0,335.0
968,Men,35-39 years,Region Hovedstaden,Diseases of the urinary tract,81.0,88.0,95.0,85.0
969,Men,35-39 years,Region Hovedstaden,Diseases of the musculoskeletal system,210.0,160.0,156.0,178.0
970,Men,35-39 years,Region Hovedstaden,Diseases of female genital organs,0.0,0.0,0.0,0.0
971,Men,35-39 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
972,Men,35-39 years,Region Hovedstaden,Diseases of the skin and venereal diseases,74.0,59.0,77.0,57.0
973,Men,35-39 years,Region Hovedstaden,Diseases of the eye,8.0,9.0,7.0,10.0
974,Men,35-39 years,Region Hovedstaden,"Diseases of ear, nose and throat",25.0,26.0,29.0,50.0
975,Men,35-39 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",42.0,35.0,23.0,33.0
976,Men,35-39 years,Region Hovedstaden,Mental disorders,698.0,701.0,692.0,736.0
977,Men,35-39 years,Region Hovedstaden,Diseases of mamma,0.0,0.0,0.0,0.0
978,Men,35-39 years,Region Hovedstaden,Sterilization,0.0,0.0,0.0,0.0
979,Men,35-39 years,Region Hovedstaden,Concussion,5.0,7.0,9.0,7.0
980,Men,35-39 years,Region Hovedstaden,Poisonings,28.0,22.0,32.0,48.0
981,Men,35-39 years,Region Hovedstaden,Live-born children,0.0,0.0,0.0,0.0
982,Men,35-39 years,Region Hovedstaden,Other diseases,336.0,378.0,354.0,337.0
983,Men,35-39 years,Region Sjælland,"Diagnosis, total",967.0,1079.0,1174.0,1203.0
984,Men,35-39 years,Region Sjælland,Infectious diseases,30.0,45.0,55.0,49.0
985,Men,35-39 years,Region Sjælland,Diseases of lung,50.0,56.0,33.0,42.0
986,Men,35-39 years,Region Sjælland,Diseases of the nervous system,39.0,36.0,38.0,46.0
987,Men,35-39 years,Region Sjælland,Diseases of the heart and great vessels,44.0,37.0,40.0,57.0
988,Men,35-39 years,Region Sjælland,"Diseases of arteries, veins, lymph",4.0,4.0,8.0,5.0
989,Men,35-39 years,Region Sjælland,Varicose veins in leg,0.0,0.0,0.0,0.0
990,Men,35-39 years,Region Sjælland,Diseases of blood and lymphatic tissue,10.0,8.0,14.0,11.0
991,Men,35-39 years,Region Sjælland,Diseases of the stomach and intestines,180.0,183.0,216.0,229.0
992,Men,35-39 years,Region Sjælland,Diseases of the urinary tract,44.0,49.0,59.0,39.0
993,Men,35-39 years,Region Sjælland,Diseases of the musculoskeletal system,81.0,83.0,96.0,93.0
994,Men,35-39 years,Region Sjælland,Diseases of female genital organs,0.0,0.0,0.0,0.0
995,Men,35-39 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
996,Men,35-39 years,Region Sjælland,Diseases of the skin and venereal diseases,37.0,30.0,23.0,27.0
997,Men,35-39 years,Region Sjælland,Diseases of the eye,4.0,3.0,3.5,3.5
998,Men,35-39 years,Region Sjælland,"Diseases of ear, nose and throat",13.0,9.0,5.0,13.0
999,Men,35-39 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",36.0,12.0,19.0,18.0
1000,Men,35-39 years,Region Sjælland,Mental disorders,226.0,318.0,353.0,359.0
